asset_id,dataset_version,collection_id,source_group_id,source_split,dataset_role,source_name,publisher,creator,source_url,license_id,license_url,accessed_on,original_filename,source_media_path,evaluation_image_path,media_type,frame_number,timestamp_seconds,width,height,scene_type,location,viewpoint,lighting,weather,target_classes,annotation_type,annotation_source_path,canonical_annotation_path,image_sha256,qc_status,notes
traffic_roundabout_near_3_f000132,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000132.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000132.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000132.PNG,image,132,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000132.txt,data/evaluation/derived/annotations/instances_validation.json,bcef613674cdfcfb9e5e31d578678aae20f3bf2d6085e0155637cd3e15b978cf,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000143,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000143.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000143.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000143.PNG,image,143,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000143.txt,data/evaluation/derived/annotations/instances_validation.json,08451494a3fb24069b0d5e94d9940eb8c8a48761a94ed2dc655658152925b393,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000154,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000154.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000154.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000154.PNG,image,154,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000154.txt,data/evaluation/derived/annotations/instances_validation.json,a2b404783d870c6416061f5e8b9b0cc782a14c0a87c7b7b28a3801942506e72f,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000166,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000166.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000166.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000166.PNG,image,166,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000166.txt,data/evaluation/derived/annotations/instances_validation.json,539e85f246acbb78ab0f2dd8fb1b774d0502fa3c4ab10d79308734c8f688b1fb,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000177,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000177.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000177.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000177.PNG,image,177,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000177.txt,data/evaluation/derived/annotations/instances_validation.json,9716eb8499610b822d78292ffcfa3bb8f236d4780d63a609b3d850b49a26a4e5,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000189,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000189.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000189.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000189.PNG,image,189,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000189.txt,data/evaluation/derived/annotations/instances_validation.json,e71f89be6e0a0e9a06057fc2a66ef5a69d13c80d685aab22fb1bf49051633d28,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000200,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000200.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000200.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000200.PNG,image,200,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000200.txt,data/evaluation/derived/annotations/instances_validation.json,ea63c8079364d199af0404ca135cc808117b664867d3fc13b28a50623b3b8bbb,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000211,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000211.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000211.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000211.PNG,image,211,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000211.txt,data/evaluation/derived/annotations/instances_validation.json,64644815523329683585a5824007dca23d52ff434fbbad721f38c10c5de7a7f6,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000223,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000223.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000223.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000223.PNG,image,223,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000223.txt,data/evaluation/derived/annotations/instances_validation.json,c6e402386440ae415c84fdf6a4cbc15f8c17ef722ef771b51480b00a531f4a47,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000234,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000234.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000234.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000234.PNG,image,234,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000234.txt,data/evaluation/derived/annotations/instances_validation.json,c3cfe3477dea2b937ed252a2eeb51901c185481831be8528c59555cf3157e991,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000246,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000246.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000246.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000246.PNG,image,246,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000246.txt,data/evaluation/derived/annotations/instances_validation.json,4d859ab37ce5422b5a095ede4a1bb41cc931e9a0ca6bf5daa732a0b6f511860b,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000257,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000257.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000257.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000257.PNG,image,257,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000257.txt,data/evaluation/derived/annotations/instances_validation.json,9d7476f63edcaaadd95b838dee79b3d069c3a39b00f9958d3ecf437c0d413c99,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000268,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000268.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000268.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000268.PNG,image,268,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000268.txt,data/evaluation/derived/annotations/instances_validation.json,6bc8b3b22b85738a992b8f90f904e0f77b99a4cb21b391cc9ed0491431f62d5e,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000280,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000280.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000280.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000280.PNG,image,280,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000280.txt,data/evaluation/derived/annotations/instances_validation.json,d6e17c62237e9599663bed869a2b2ebd94069ffe3a31ec1f47d81940a010603f,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000291,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000291.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000291.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000291.PNG,image,291,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000291.txt,data/evaluation/derived/annotations/instances_validation.json,28870328e5bb7d5f12eb09b447310b3110d7d2d94c76832a564b9eeb3a60df85,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000303,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000303.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000303.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000303.PNG,image,303,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000303.txt,data/evaluation/derived/annotations/instances_validation.json,bb409bb9e9d0402e4ed1bec654991c799e02b4fbc87e50a1c38b5bee27cd0ad8,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000314,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000314.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000314.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000314.PNG,image,314,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000314.txt,data/evaluation/derived/annotations/instances_validation.json,60d65ee28bb0a50f308ac182a5a9d7694ece86740bdebae3526d54c7dd29fbae,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000325,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000325.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000325.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000325.PNG,image,325,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000325.txt,data/evaluation/derived/annotations/instances_validation.json,fdb1000cba9c6fc86f32dd96828970cf02d672691450962f75d468f4137f0363,pending,Uniform sample from one labelled sequence
traffic_roundabout_near_3_f000337,1.0-draft,traffic_uav,traffic_roundabout_near_3,unpublished,validation,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000337.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000337.PNG,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000337.PNG,image,337,,1280,720,roundabout,not_recorded,low_oblique,daylight,clear,car_or_van;motorcycle,bounding_box,data/evaluation/raw/traffic_uav/Roundabout(Near)_3/obj_train_data/frame_000337.txt,data/evaluation/derived/annotations/instances_validation.json,94736d7bb29af1bc06231419d21310e08eecdf21e762d09059fce4bf5542c3cb,pending,Uniform sample from one labelled sequence
traffic_urban_intersection_2_f000008,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000008.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000008.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000008.PNG,image,8,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000008.txt,data/evaluation/derived/annotations/instances_held_out_test.json,515b3ddac83652508e44f147ac4bebed060c9d22a854afc884042d687451b66b,pending,Grouped with Urban intersection 4 because the location is shared
traffic_urban_intersection_2_f000024,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000024.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000024.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000024.PNG,image,24,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_2/Urban_intersection_2/obj_train_data/frame_000024.txt,data/evaluation/derived/annotations/instances_held_out_test.json,d667bb81ea8658e44d79c3d837cbe36995b7d1e7292291846f1916b12d7b473a,pending,Grouped with Urban intersection 4 because the location is shared
